question_id,question,comment,date_created,source
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Carbo doesnt cause hairvloss. I did 6 rounds carbo and alimta no loss. Am on it again with taxotere which did take my hair.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",I didn't lose my hair on carbo and alimta.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I was on carbo and taxol. My hair got very thin but it didn’t all fall out. Lost eyebrows and eyelashes but they came right back . From what I’ve read , taxol was probably the reason for my thinning hair , but it’s all back now, and with it’s own kind of wavy flair.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I lost ALL of my hair.....It started off slowly, and then started coming out a LOT!! I honestly wish that I had just shaved it all off much sooner!! Like if it starts, just call it. I felt it was much more traumatizing to have it happening so slowly and to hope each day that it would just stop......after wards I kinda thought like, ""Why the heck did I actually feel like I would be the only one it didn't happen to??"" LOL It's really not that bad,. and if you think of it, we all started off bald so our Moms saw our faces looking like this to begin with too!!! hahah It's not that bad and please believe it wont be the worst part of the whole rotten experience!!! Tell her to concentrate on making arrangements for things for herself to look forward to like vacations!!!! ",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Everyone is different.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.","I was given Cerboplatin, Pemetrexed, and Keytruda for Stage IV NSCLC for 6 month. I did not lose any hair.",2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",My husband is on Carboplatin and Altima and hasn't had any hair loss yet.,2018-09-04 0:00:00,Facebook
56,"My wife was diagnosed with Stage IV NSCLC a few weeks ago. She is scheduled to start her 1st cycle of Carboplatin, Pemetrexed (Altima) & Pembrolizumab (Keytruda) next week. My wife is concerned about hair loss & is considering using a DigniCap Scalp Cooling System (cooling cap) to reduce the chances of hair loss. Our oncologist told us that she would not experience any hair loss. However, doing some research & talking to some friends, we have found that Carboplatin does cause hair loss. My question for the group is our Oncologist correct? Anybody using this combo of treatment or Carboplatin have any experiences or guidance they can share? Thanks in advance for your comments.",Thanks for all replies. Really good information. Much appreciated. Looks like we won't be going with this treatment plan. Final labs came back showing a mutation that can be treated with a drug called Tagrisso. Going to start a new thread asking for feedback on this drug.,2018-09-04 0:00:00,Facebook
57,Anyone have any hair loss during immunotherapy treatments?,https://www.cancer.org/content/dam/cancer-org/cancer-control/en/booklets-flyers/getting-help-for-hair-loss.pdf,2018-01-14 0:00:00,cancer.org
57,Anyone have any hair loss during immunotherapy treatments?,I have had 11 keytruda treatment no hair loss for me,2018-01-14 0:00:00,Facebook
57,Anyone have any hair loss during immunotherapy treatments?,Thinning but still have my hair.,2018-01-14 0:00:00,Facebook
